delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,actual_delivery_hours,expected_delivery_hours,delivery_delay_hours
11748,blue dart,groceries,van,same day,central,hot,296.6,8.82,yes,delayed,3,1609.46,8.0,8.0,0.0
11749,delhivery,fragile items,ev van,express,south,stormy,186.4,3.3,yes,delayed,2,991.9,10.0,5.0,5.0
11750,blue dart,electronics,ev bike,same day,east,stormy,149.6,11.77,no,delivered,5,883.31,7.0,8.0,-1.0
11751,blue dart,groceries,ev bike,two day,east,stormy,235.6,43.46,no,delivered,5,1308.38,12.0,16.0,-4.0
11752,fedex,furniture,truck,two day,north,rainy,90.7,26.77,no,delivered,4,533.81,5.0,16.0,-11.0
11753,fedex,furniture,truck,express,east,stormy,191.7,40.41,yes,failed,1,1129.73,10.0,5.0,5.0
11754,shadowfax,cosmetics,ev bike,standard,central,foggy,11.2,28.42,no,delivered,4,141.26,1.0,24.0,-23.0
11755,dhl,cosmetics,scooter,express,west,foggy,88.0,46.94,yes,failed,1,630.82,6.0,3.0,3.0
11756,blue dart,furniture,truck,same day,east,hot,14.2,12.76,no,delivered,5,209.28,0.0,8.0,-8.0
11757,delhivery,automobile parts,bike,same day,north,cold,65.4,3.71,no,delivered,5,438.13,1.0,8.0,-7.0
11758,xpressbees,automobile parts,van,two day,west,rainy,252.2,15.52,no,delivered,5,1307.56,15.0,16.0,-1.0
11759,ecom express,furniture,scooter,two day,west,stormy,113.0,22.34,no,delivered,3,632.02,9.0,16.0,-7.0
11760,ekart,automobile parts,scooter,standard,east,stormy,26.2,16.73,no,delivered,3,181.19,5.0,24.0,-19.0
11761,blue dart,pharmacy,truck,standard,south,cold,293.3,27.55,no,delivered,5,1549.15,8.0,24.0,-16.0
11762,ekart,clothing,van,standard,south,stormy,133.3,28.35,no,delivered,3,751.55,10.0,24.0,-14.0
11763,blue dart,clothing,van,standard,south,foggy,56.3,16.07,no,delivered,3,329.71,2.0,24.0,-22.0
11764,ekart,electronics,ev van,express,south,cold,108.0,45.53,no,delivered,4,726.59,3.0,4.0,-1.0
11765,fedex,clothing,van,standard,north,cold,13.3,18.75,no,delivered,5,122.75,1.0,24.0,-23.0
11766,amazon logistics,documents,bike,two day,south,hot,125.0,25.96,no,delivered,4,702.88,4.0,16.0,-12.0
11767,xpressbees,electronics,ev bike,express,central,cold,109.4,25.62,no,delivered,3,673.86,3.0,4.0,-1.0
11768,ecom express,pharmacy,scooter,standard,east,hot,275.2,43.75,no,delivered,4,1507.25,7.0,24.0,-17.0
11769,dhl,groceries,ev van,same day,east,rainy,193.5,36.3,yes,delayed,3,1176.4,9.0,8.0,1.0
11770,fedex,pharmacy,truck,standard,central,hot,189.0,13.59,no,delivered,5,985.77,7.0,24.0,-17.0
11771,dhl,furniture,scooter,two day,central,cold,284.4,34.79,no,delivered,5,1526.37,5.0,16.0,-11.0
11772,delhivery,documents,truck,two day,east,cold,43.8,10.31,no,delivered,5,249.93,4.0,16.0,-12.0
11773,dhl,pharmacy,ev van,two day,south,hot,158.9,49.23,no,delivered,4,942.19,4.0,16.0,-12.0
11774,ekart,automobile parts,ev van,express,east,rainy,194.4,39.48,yes,delayed,3,1140.44,6.0,5.0,1.0
11775,fedex,documents,van,same day,central,hot,142.0,4.63,no,delivered,4,823.89,5.0,8.0,-3.0
11776,blue dart,documents,bike,standard,south,clear,59.0,42.69,no,delivered,3,423.07,3.0,24.0,-21.0
11777,xpressbees,furniture,bike,standard,central,stormy,81.0,28.99,no,delivered,3,491.97,7.0,24.0,-17.0
11778,amazon logistics,fragile items,ev van,same day,east,rainy,5.6,9.96,no,delivered,3,157.88,5.0,8.0,-3.0
11779,ecom express,furniture,truck,same day,west,clear,77.6,3.09,no,delivered,5,497.27,2.0,8.0,-6.0
11780,delhivery,fragile items,ev bike,standard,north,cold,168.2,18.77,no,delivered,3,897.31,3.0,24.0,-21.0
11781,blue dart,electronics,ev bike,two day,central,hot,252.1,29.72,no,delivered,5,1349.66,7.0,16.0,-9.0
11782,ecom express,electronics,ev bike,express,west,hot,208.5,44.49,yes,delayed,3,1225.97,8.0,6.0,2.0
11783,amazon logistics,groceries,truck,same day,central,stormy,283.5,47.93,yes,delayed,2,1632.7206,16.0,8.0,8.0
11784,shadowfax,documents,van,standard,west,clear,297.1,16.84,no,delivered,5,1541.02,6.0,24.0,-18.0
11785,ekart,electronics,scooter,two day,east,stormy,82.5,2.66,no,delivered,4,420.48,7.0,16.0,-9.0
11786,fedex,clothing,scooter,same day,south,foggy,195.6,47.27,yes,failed,1,1219.81,8.0,8.0,0.0
11787,fedex,documents,ev bike,express,central,cold,222.4,34.6,yes,delayed,2,1265.8,8.0,6.0,2.0
11788,amazon logistics,automobile parts,bike,same day,east,stormy,16.4,15.63,no,delivered,3,228.89,7.0,8.0,-1.0
11789,fedex,fragile items,bike,two day,south,cold,153.2,45.59,no,delivered,4,902.77,4.0,16.0,-12.0
11790,delhivery,groceries,ev bike,standard,south,clear,232.3,46.25,no,delivered,5,1300.25,7.0,24.0,-17.0
11791,xpressbees,automobile parts,truck,standard,north,rainy,141.1,19.59,no,delivered,5,764.27,8.0,24.0,-16.0
11792,xpressbees,fragile items,bike,same day,central,stormy,125.2,0.82,yes,delayed,2,728.46,8.0,8.0,0.0
11793,ekart,documents,bike,two day,west,cold,165.2,8.62,no,delivered,4,851.86,6.0,16.0,-10.0
11794,blue dart,furniture,scooter,two day,south,clear,33.3,45.47,no,delivered,3,302.91,2.0,16.0,-14.0
11795,blue dart,automobile parts,bike,standard,south,clear,23.2,1.56,no,delivered,5,120.68,0.0,24.0,-24.0
11796,amazon logistics,furniture,scooter,express,central,hot,4.2,42.33,no,delivered,4,197.99,1.0,2.0,-1.0
11797,fedex,groceries,ev bike,two day,west,clear,124.5,15.58,no,delivered,5,669.24,3.0,16.0,-13.0
11798,fedex,automobile parts,ev van,two day,west,rainy,138.7,9.65,no,delivered,4,722.45,6.0,16.0,-10.0
11799,ecom express,pharmacy,scooter,express,north,stormy,283.8,45.62,yes,delayed,2,1605.86,14.0,7.0,7.0
11800,delhivery,groceries,scooter,two day,central,foggy,273.3,35.49,no,delivered,3,1472.97,8.0,16.0,-8.0
11801,blue dart,fragile items,ev bike,two day,east,hot,114.8,2.21,no,delivered,5,580.63,5.0,16.0,-11.0
11802,amazon logistics,cosmetics,van,standard,west,clear,290.9,42.05,no,delivered,3,1580.65,7.0,24.0,-17.0
11803,fedex,groceries,scooter,two day,north,stormy,48.3,43.6,no,delivered,5,372.3,6.0,16.0,-10.0
11804,delhivery,groceries,ev bike,same day,west,stormy,72.0,3.73,yes,delayed,2,471.19,9.0,8.0,1.0
11805,xpressbees,electronics,van,two day,north,rainy,156.2,13.87,no,delivered,5,822.61,8.0,16.0,-8.0
11806,blue dart,electronics,ev van,two day,east,hot,112.6,49.52,no,delivered,3,711.98,3.0,16.0,-13.0
11807,amazon logistics,automobile parts,ev van,standard,south,foggy,159.6,23.9,no,delivered,4,869.7,6.0,24.0,-18.0
11808,amazon logistics,electronics,ev bike,same day,east,cold,3.6,12.51,no,delivered,4,151.03,1.0,8.0,-7.0
11809,amazon logistics,fragile items,ev van,express,central,hot,203.0,3.85,yes,delayed,3,1076.55,7.0,6.0,1.0
11810,fedex,clothing,truck,two day,north,hot,83.2,0.91,no,delivered,5,418.73,4.0,16.0,-12.0
11811,ekart,furniture,truck,standard,east,stormy,93.0,14.05,no,delivered,4,507.15,8.0,24.0,-16.0
11812,amazon logistics,cosmetics,bike,express,central,hot,273.7,29.06,yes,delayed,3,1505.68,9.0,7.0,2.0
11813,shadowfax,automobile parts,scooter,standard,central,clear,266.1,27.17,no,delivered,4,1412.01,8.0,24.0,-16.0
11814,shadowfax,groceries,bike,two day,east,foggy,122.5,12.97,no,delivered,4,651.41,7.0,16.0,-9.0
11815,blue dart,automobile parts,ev van,express,west,foggy,113.6,4.09,yes,delayed,2,630.27,7.0,4.0,3.0
11816,shadowfax,furniture,scooter,standard,east,clear,237.2,10.67,no,delivered,5,1218.01,5.0,24.0,-19.0
11817,shadowfax,fragile items,truck,same day,east,hot,219.2,28.44,no,delivered,4,1281.32,6.0,8.0,-2.0
11818,ekart,electronics,van,same day,north,stormy,42.2,1.18,no,delivered,5,314.54,4.0,8.0,-4.0
11819,xpressbees,documents,ev bike,same day,central,rainy,120.5,7.05,yes,delayed,2,723.65,8.0,8.0,0.0
11820,blue dart,pharmacy,van,two day,east,clear,150.0,38.69,no,delivered,5,866.07,5.0,16.0,-11.0
11821,xpressbees,cosmetics,ev van,two day,central,cold,142.3,1.43,no,delivered,3,715.79,3.0,16.0,-13.0
11822,ecom express,fragile items,truck,express,south,stormy,31.7,27.91,yes,delayed,3,292.23,6.0,2.0,4.0
11823,shadowfax,groceries,scooter,two day,north,hot,189.6,41.54,no,delivered,5,1072.62,5.0,16.0,-11.0
11824,delhivery,pharmacy,van,same day,south,clear,191.3,31.87,no,delivered,4,1152.11,7.0,8.0,-1.0
11825,fedex,pharmacy,van,two day,west,cold,235.5,34.68,no,delivered,3,1281.54,4.0,16.0,-12.0
11826,fedex,automobile parts,ev bike,same day,east,clear,181.8,6.78,no,delivered,4,1029.34,4.0,8.0,-4.0
11827,fedex,clothing,scooter,standard,west,cold,14.3,2.68,no,delivered,4,95.6674,0.0,24.0,-24.0
11828,ekart,electronics,bike,two day,south,stormy,74.0,27.51,no,delivered,4,452.53,5.0,16.0,-11.0
11829,shadowfax,pharmacy,ev bike,same day,south,cold,161.1,39.66,no,delivered,5,1024.48,4.0,8.0,-4.0
11830,ekart,electronics,ev van,express,west,cold,125.2,39.27,no,delivered,5,793.81,3.0,4.0,-1.0
11831,shadowfax,clothing,scooter,express,east,cold,183.8,3.3,yes,delayed,2,978.9,6.0,5.0,1.0
11832,shadowfax,furniture,ev van,same day,south,hot,22.3,0.69,no,delivered,4,213.57,2.0,8.0,-6.0
11833,shadowfax,documents,bike,two day,south,clear,93.0,5.7,no,delivered,3,482.1,2.0,16.0,-14.0
11834,amazon logistics,documents,van,standard,south,hot,65.9,48.9,no,delivered,4,476.2,4.0,24.0,-20.0
11835,amazon logistics,groceries,bike,standard,south,stormy,175.7,8.23,no,delivered,3,903.19,9.0,24.0,-15.0
11836,xpressbees,cosmetics,van,standard,west,hot,37.8,4.33,no,delivered,4,201.99,1.0,24.0,-23.0
11837,amazon logistics,groceries,truck,standard,north,cold,102.5,26.72,no,delivered,4,592.66,2.0,24.0,-22.0
11838,amazon logistics,fragile items,ev van,standard,west,foggy,255.0,47.45,no,delivered,4,1417.35,9.0,24.0,-15.0
11839,ekart,clothing,ev van,standard,north,rainy,212.3,16.91,no,delivered,5,1112.23,12.0,24.0,-12.0
11840,ekart,electronics,ev van,express,east,hot,133.9,16.89,yes,delayed,2,770.17,6.0,4.0,2.0
11841,fedex,clothing,truck,two day,east,rainy,151.2,47.34,no,delivered,4,898.02,6.0,16.0,-10.0
11842,fedex,automobile parts,van,same day,central,foggy,5.5,33.72,no,delivered,5,228.66,2.0,8.0,-6.0
11843,xpressbees,documents,ev van,standard,west,hot,244.4,3.05,no,delivered,5,1231.15,7.0,24.0,-17.0
11844,delhivery,electronics,bike,standard,south,cold,95.7,27.39,no,delivered,5,560.67,3.0,24.0,-21.0
11845,blue dart,documents,ev bike,two day,south,hot,75.3,5.41,no,delivered,3,392.73,3.0,16.0,-13.0
11846,xpressbees,cosmetics,ev van,standard,west,hot,96.7,41.26,no,delivered,4,607.28,4.0,24.0,-20.0
11847,amazon logistics,groceries,bike,two day,central,stormy,60.6,34.42,no,delivered,5,406.26,8.0,16.0,-8.0
11848,ekart,groceries,truck,express,west,rainy,245.3,27.06,yes,delayed,3,1357.68,13.0,6.0,7.0
11849,ekart,electronics,ev van,same day,central,cold,18.3,40.88,no,delivered,4,314.14,3.0,8.0,-5.0
11850,shadowfax,cosmetics,ev bike,two day,south,foggy,142.8,10.5,no,delivered,4,745.5,7.0,16.0,-9.0
11851,fedex,clothing,ev van,two day,east,rainy,197.4,29.8,no,delivered,5,1076.4,9.0,16.0,-7.0
11852,blue dart,electronics,scooter,standard,east,stormy,16.1,13.13,no,delivered,4,119.89,5.0,24.0,-19.0
11853,fedex,cosmetics,truck,same day,east,cold,158.0,8.56,no,delivered,5,915.68,4.0,8.0,-4.0
11854,amazon logistics,automobile parts,ev bike,express,north,foggy,122.2,3.32,yes,delayed,3,670.96,5.0,4.0,1.0
11855,xpressbees,pharmacy,bike,two day,south,foggy,217.9,49.48,no,delivered,4,1237.94,7.0,16.0,-9.0
11856,amazon logistics,automobile parts,truck,two day,south,clear,265.7,6.07,no,delivered,3,1346.71,9.0,16.0,-7.0
11857,shadowfax,groceries,ev van,standard,east,hot,10.9,38.84,no,delivered,4,171.02,2.0,24.0,-22.0
11858,amazon logistics,furniture,van,two day,south,stormy,81.3,34.76,no,delivered,4,510.78,5.0,16.0,-11.0
11859,ekart,groceries,ev bike,express,south,rainy,194.8,35.74,yes,failed,1,1131.22,8.0,5.0,3.0
11860,delhivery,furniture,ev bike,same day,west,stormy,286.9,20.19,yes,failed,1,1595.07,14.0,8.0,6.0
11861,blue dart,automobile parts,scooter,standard,south,foggy,285.7,20.84,no,delivered,3,1491.02,8.0,24.0,-16.0
11862,ecom express,pharmacy,van,express,south,clear,297.1,18.12,yes,delayed,3,1598.86,11.0,7.0,4.0
11863,shadowfax,electronics,van,standard,east,stormy,255.1,4.83,no,delivered,5,1289.99,10.0,24.0,-14.0
11864,ekart,pharmacy,van,standard,north,foggy,36.3,1.92,no,delivered,4,187.26,3.0,24.0,-21.0
11865,amazon logistics,groceries,truck,two day,south,rainy,243.2,21.05,no,delivered,5,1279.15,7.0,16.0,-9.0
11866,ekart,furniture,truck,standard,north,hot,50.4,24.29,no,delivered,4,324.87,1.0,24.0,-23.0
11867,shadowfax,pharmacy,van,same day,north,rainy,153.4,7.32,yes,delayed,2,888.96,10.0,8.0,2.0
11868,ekart,pharmacy,truck,two day,west,rainy,172.1,27.12,no,delivered,4,941.86,7.0,16.0,-9.0
11869,delhivery,fragile items,truck,standard,north,rainy,188.3,6.57,no,delivered,4,961.21,8.0,24.0,-16.0
11870,ekart,fragile items,ev van,express,north,cold,38.3,15.72,no,delivered,5,288.66,2.0,2.0,0.0
11871,ekart,automobile parts,ev bike,express,north,foggy,228.7,13.29,yes,delayed,2,1233.37,9.0,6.0,3.0
11872,fedex,pharmacy,truck,express,west,stormy,22.0,27.47,yes,delayed,2,242.41,6.0,2.0,4.0
11873,delhivery,documents,scooter,two day,south,hot,287.5,35.43,no,delivered,5,1543.79,11.0,16.0,-5.0
11874,ekart,clothing,scooter,standard,south,foggy,155.3,12.54,no,delivered,5,814.12,11.0,24.0,-13.0
11875,shadowfax,fragile items,scooter,same day,west,rainy,98.3,8.96,yes,delayed,2,618.38,8.0,8.0,0.0
11876,dhl,automobile parts,scooter,express,south,cold,60.2,1.14,no,delivered,4,354.42,3.0,3.0,0.0
11877,shadowfax,electronics,ev van,express,central,stormy,277.3,8.78,yes,delayed,2,1462.84,12.0,7.0,5.0
11878,shadowfax,clothing,truck,express,central,stormy,214.6,40.03,yes,failed,1,1243.09,12.0,6.0,6.0
11879,ecom express,cosmetics,ev van,same day,central,rainy,167.3,42.71,yes,delayed,3,1064.63,10.0,8.0,2.0
11880,amazon logistics,clothing,bike,express,west,cold,217.2,42.34,yes,delayed,2,1263.02,6.0,6.0,0.0
11881,ekart,electronics,ev bike,same day,south,rainy,259.5,25.9,yes,delayed,2,1475.2,13.0,8.0,5.0
11882,xpressbees,automobile parts,truck,standard,west,cold,142.0,31.72,no,delivered,3,805.16,3.0,24.0,-21.0
11883,shadowfax,electronics,ev bike,express,west,stormy,288.6,19.21,yes,delayed,3,1550.63,9.0,7.0,2.0
11884,shadowfax,clothing,van,express,central,foggy,69.6,35.1,yes,delayed,2,503.3,3.0,3.0,0.0
11885,amazon logistics,automobile parts,truck,standard,north,hot,235.1,49.05,no,delivered,5,1322.65,5.0,24.0,-19.0
11886,blue dart,electronics,van,standard,central,foggy,191.0,15.06,no,delivered,5,1000.18,10.0,24.0,-14.0
11887,dhl,fragile items,ev bike,standard,central,hot,297.1,6.94,no,delivered,3,1520.32,10.0,24.0,-14.0
11888,amazon logistics,pharmacy,scooter,same day,central,cold,256.2,26.98,no,delivered,4,1461.94,7.0,8.0,-1.0
11889,ecom express,furniture,truck,two day,south,clear,296.4,7.87,no,delivered,5,1505.61,9.0,16.0,-7.0
11890,delhivery,fragile items,van,same day,north,clear,208.5,48.75,no,delivered,4,1288.75,4.0,8.0,-4.0
11891,fedex,electronics,ev bike,two day,west,clear,172.9,37.68,no,delivered,5,977.54,4.0,16.0,-12.0
11892,ekart,electronics,bike,same day,north,foggy,134.4,25.69,no,delivered,4,849.07,6.0,8.0,-2.0
11893,blue dart,clothing,scooter,standard,north,stormy,129.4,33.98,no,delivered,5,748.94,5.0,24.0,-19.0
11894,delhivery,furniture,truck,standard,central,stormy,215.2,16.86,no,delivered,5,1126.58,11.0,24.0,-13.0
11895,fedex,automobile parts,van,two day,central,rainy,46.6,35.9,no,delivered,4,340.7,3.0,16.0,-13.0
11896,xpressbees,electronics,scooter,same day,east,hot,81.6,17.17,no,delivered,3,559.51,4.0,8.0,-4.0
11897,fedex,groceries,ev van,two day,west,clear,131.3,40.43,no,delivered,5,777.79,4.0,16.0,-12.0
11898,dhl,groceries,ev van,express,east,hot,254.3,4.53,yes,delayed,2,1335.09,8.0,7.0,1.0
11899,xpressbees,clothing,bike,two day,west,foggy,6.5,30.96,no,delivered,4,125.38,2.0,16.0,-14.0
11900,shadowfax,groceries,truck,express,east,clear,52.2,29.72,no,delivered,5,400.16,1.0,3.0,-2.0
11901,ecom express,clothing,ev bike,two day,west,cold,257.1,2.04,no,delivered,3,1291.62,7.0,16.0,-9.0
11902,dhl,clothing,ev bike,standard,west,hot,153.4,12.91,no,delivered,5,805.73,3.0,24.0,-21.0
11903,ekart,furniture,scooter,express,west,stormy,121.8,26.57,yes,delayed,3,738.71,11.0,4.0,7.0
11904,fedex,automobile parts,ev van,two day,east,stormy,12.2,7.66,no,delivered,5,95.6674,7.0,16.0,-9.0
11905,fedex,groceries,truck,two day,west,rainy,175.5,16.01,no,delivered,4,925.53,9.0,16.0,-7.0
11906,fedex,pharmacy,ev van,express,north,clear,201.3,14.98,yes,delayed,2,1101.44,7.0,6.0,1.0
11907,amazon logistics,cosmetics,ev bike,two day,north,foggy,39.5,5.92,no,delivered,5,215.26,5.0,16.0,-11.0
11908,delhivery,fragile items,ev van,express,north,rainy,198.2,15.52,yes,delayed,3,1087.56,10.0,5.0,5.0
11909,fedex,fragile items,bike,two day,west,hot,286.2,9.33,no,delivered,4,1458.99,8.0,16.0,-8.0
11910,dhl,automobile parts,scooter,standard,south,foggy,165.1,40.21,no,delivered,5,946.13,4.0,24.0,-20.0
11911,blue dart,fragile items,truck,two day,west,cold,68.2,15.83,no,delivered,4,388.49,3.0,16.0,-13.0
11912,shadowfax,automobile parts,scooter,same day,central,stormy,231.5,43.32,yes,delayed,3,1387.46,8.0,8.0,0.0
11913,amazon logistics,automobile parts,scooter,standard,west,hot,45.7,35.12,no,delivered,5,333.86,1.0,24.0,-23.0
11914,fedex,cosmetics,ev bike,express,east,hot,60.6,49.23,no,delivered,4,500.69,2.0,3.0,-1.0
11915,delhivery,furniture,ev van,two day,north,rainy,223.3,46.62,no,delivered,4,1256.36,12.0,16.0,-4.0
11916,delhivery,documents,truck,same day,central,stormy,261.0,39.73,yes,delayed,2,1524.19,13.0,8.0,5.0
11917,dhl,pharmacy,truck,standard,south,cold,93.7,37.91,no,delivered,5,582.23,3.0,24.0,-21.0
11918,xpressbees,fragile items,truck,standard,east,cold,166.3,32.69,no,delivered,5,929.57,5.0,24.0,-19.0
11919,ekart,cosmetics,van,express,west,rainy,169.3,6.24,yes,delayed,2,915.22,10.0,5.0,5.0
11920,ekart,furniture,ev bike,express,central,hot,222.3,48.52,yes,delayed,2,1307.06,6.0,6.0,0.0
11921,amazon logistics,electronics,ev bike,same day,east,clear,51.2,6.89,no,delivered,5,376.67,3.0,8.0,-5.0
11922,delhivery,documents,bike,same day,central,clear,25.1,33.61,no,delivered,4,326.33,1.0,8.0,-7.0
11923,delhivery,pharmacy,scooter,express,west,foggy,219.9,7.32,yes,delayed,2,1171.46,7.0,6.0,1.0
11924,blue dart,groceries,scooter,express,south,hot,284.7,6.22,yes,delayed,3,1492.16,8.0,7.0,1.0
11925,ecom express,furniture,ev bike,standard,south,rainy,286.8,34.95,no,delivered,5,1538.85,8.0,24.0,-16.0
11926,fedex,documents,truck,standard,east,rainy,247.0,25.85,no,delivered,4,1312.55,10.0,24.0,-14.0
11927,blue dart,electronics,ev bike,two day,west,hot,276.7,33.54,no,delivered,4,1484.12,9.0,16.0,-7.0
11928,ekart,furniture,truck,two day,west,rainy,72.4,40.54,no,delivered,5,483.62,5.0,16.0,-11.0
11929,ecom express,furniture,truck,two day,west,clear,9.3,4.57,no,delivered,4,95.6674,1.0,16.0,-15.0
11930,xpressbees,fragile items,ev bike,two day,north,stormy,55.2,42.96,no,delivered,5,404.88,8.0,16.0,-8.0
11931,ekart,clothing,bike,standard,east,stormy,182.3,4.18,no,delivered,3,924.04,9.0,24.0,-15.0
11932,ekart,furniture,ev bike,express,north,stormy,158.6,45.04,yes,failed,2,978.12,10.0,5.0,5.0
11933,delhivery,fragile items,ev van,same day,north,stormy,289.6,33.05,yes,delayed,2,1632.7206,12.0,8.0,4.0
11934,xpressbees,documents,scooter,same day,west,cold,31.8,24.33,no,delivered,5,331.99,3.0,8.0,-5.0
11935,blue dart,documents,ev bike,two day,central,cold,65.4,23.27,no,delivered,5,396.81,3.0,16.0,-13.0
11936,ekart,electronics,bike,express,central,stormy,6.0,1.22,yes,delayed,3,95.6674,5.0,2.0,3.0
11937,dhl,pharmacy,bike,standard,central,stormy,74.8,19.18,no,delivered,4,431.54,7.0,24.0,-17.0
11938,shadowfax,fragile items,van,same day,south,stormy,121.3,5.73,no,delivered,5,723.69,6.0,8.0,-2.0
11939,shadowfax,furniture,ev van,same day,north,foggy,111.5,31.21,no,delivered,5,751.13,6.0,8.0,-2.0
11940,amazon logistics,groceries,van,same day,south,clear,15.3,35.52,no,delivered,5,283.06,1.0,8.0,-7.0
11941,ekart,cosmetics,van,standard,east,stormy,174.1,47.36,no,delivered,5,1012.58,9.0,24.0,-15.0
11942,dhl,groceries,ev bike,same day,central,cold,83.8,38.27,no,delivered,5,633.81,3.0,8.0,-5.0
11943,dhl,groceries,ev bike,same day,south,hot,18.2,48.54,no,delivered,4,336.62,3.0,8.0,-5.0
11944,delhivery,cosmetics,ev bike,express,south,rainy,120.4,11.54,yes,delayed,2,686.62,4.0,4.0,0.0
11945,xpressbees,documents,bike,express,central,stormy,278.6,34.51,yes,delayed,2,1546.53,11.0,7.0,4.0
11946,fedex,fragile items,ev van,standard,central,foggy,274.5,13.03,no,delivered,4,1411.59,10.0,24.0,-14.0
11947,fedex,documents,scooter,standard,west,cold,62.1,8.58,no,delivered,4,336.24,3.0,24.0,-21.0
11948,ecom express,furniture,truck,same day,north,stormy,55.9,25.55,no,delivered,4,456.15,5.0,8.0,-3.0
11949,blue dart,documents,ev bike,express,east,foggy,197.6,25.4,yes,delayed,3,1114.2,8.0,5.0,3.0
11950,ecom express,pharmacy,scooter,same day,south,cold,267.6,47.03,yes,delayed,3,1579.09,12.0,8.0,4.0
11951,xpressbees,groceries,ev bike,same day,north,rainy,161.5,31.03,yes,delayed,2,1000.59,10.0,8.0,2.0
11952,blue dart,documents,truck,same day,north,rainy,176.9,19.94,no,delivered,5,1044.32,6.0,8.0,-2.0
11953,xpressbees,cosmetics,bike,two day,south,rainy,181.2,32.04,no,delivered,4,1002.12,7.0,16.0,-9.0
11954,xpressbees,automobile parts,scooter,standard,north,hot,196.8,5.02,no,delivered,4,999.06,7.0,24.0,-17.0
11955,dhl,electronics,ev bike,standard,north,hot,272.5,45.57,no,delivered,4,1499.21,10.0,24.0,-14.0
11956,dhl,pharmacy,bike,express,south,hot,194.7,14.97,no,delivered,5,1068.41,5.0,5.0,0.0
11957,amazon logistics,cosmetics,van,standard,east,cold,38.2,10.71,no,delivered,4,223.13,3.0,24.0,-21.0
11958,blue dart,cosmetics,van,same day,west,clear,276.1,22.72,yes,delayed,2,1548.66,8.0,8.0,0.0
11959,delhivery,clothing,van,express,central,rainy,123.5,26.94,yes,failed,2,748.32,9.0,4.0,5.0
11960,shadowfax,clothing,van,standard,south,foggy,3.6,32.43,no,delivered,3,113.79,2.0,24.0,-22.0
11961,ecom express,furniture,ev van,standard,west,rainy,180.8,34.23,no,delivered,5,1006.69,10.0,24.0,-14.0
11962,fedex,pharmacy,bike,two day,central,clear,262.9,16.8,no,delivered,5,1364.9,11.0,16.0,-5.0
11963,blue dart,documents,ev van,express,west,rainy,192.8,31.63,yes,delayed,2,1108.89,12.0,5.0,7.0
11964,fedex,groceries,ev bike,express,south,clear,7.9,11.67,yes,failed,1,124.51,3.0,2.0,1.0
11965,ekart,furniture,ev van,standard,south,cold,158.6,38.48,no,delivered,4,908.44,7.0,24.0,-17.0
11966,amazon logistics,furniture,truck,two day,east,clear,229.7,24.61,no,delivered,4,1222.33,4.0,16.0,-12.0
11967,shadowfax,furniture,ev van,same day,central,rainy,131.3,8.99,no,delivered,5,783.47,5.0,8.0,-3.0
11968,dhl,cosmetics,bike,express,west,rainy,68.5,10.96,yes,delayed,3,425.38,5.0,3.0,2.0
11969,shadowfax,automobile parts,ev bike,two day,east,hot,285.3,42.87,no,delivered,4,1555.11,7.0,16.0,-9.0
11970,xpressbees,fragile items,ev bike,express,north,hot,17.9,48.68,yes,delayed,2,285.54,2.0,2.0,0.0
11971,xpressbees,electronics,ev van,two day,west,cold,15.1,42.61,no,delivered,5,203.33,3.0,16.0,-13.0
11972,dhl,groceries,bike,two day,west,clear,191.7,29.35,no,delivered,4,1046.55,5.0,16.0,-11.0
11973,shadowfax,electronics,truck,express,east,cold,95.1,1.36,no,delivered,4,529.58,2.0,3.0,-1.0
11974,delhivery,fragile items,truck,same day,north,foggy,274.6,2.15,yes,delayed,2,1479.45,8.0,8.0,0.0
11975,dhl,pharmacy,bike,two day,east,hot,243.3,24.96,no,delivered,5,1291.38,7.0,16.0,-9.0
11976,dhl,clothing,truck,standard,central,stormy,145.0,24.52,no,delivered,4,798.56,7.0,24.0,-17.0
11977,fedex,fragile items,van,express,central,foggy,142.5,45.64,no,delivered,5,899.42,4.0,4.0,0.0
11978,ecom express,pharmacy,van,two day,east,rainy,244.3,16.48,no,delivered,4,1270.94,8.0,16.0,-8.0
11979,ecom express,electronics,ev bike,standard,central,clear,227.8,17.35,no,delivered,5,1191.05,10.0,24.0,-14.0
11980,fedex,clothing,ev bike,express,north,rainy,190.0,19.5,yes,delayed,2,1058.5,8.0,5.0,3.0
11981,shadowfax,fragile items,truck,two day,north,rainy,205.0,26.9,no,delivered,5,1105.7,6.0,16.0,-10.0
11982,delhivery,documents,van,same day,west,stormy,269.4,22.55,yes,failed,1,1514.65,10.0,8.0,2.0
11983,fedex,furniture,ev van,express,central,hot,27.4,39.95,yes,delayed,3,306.85,3.0,2.0,1.0
11984,xpressbees,automobile parts,scooter,standard,north,hot,61.8,19.93,no,delivered,4,368.79,2.0,24.0,-22.0
11985,xpressbees,documents,van,standard,north,hot,96.3,47.5,no,delivered,4,624.0,2.0,24.0,-22.0
11986,ecom express,electronics,van,two day,central,foggy,111.2,12.9,no,delivered,5,594.7,7.0,16.0,-9.0
